BLS_2_Countries_(SRES)_ABBREVNAME,Fips_code,ISO3v10,WH_2000,RI_2000,MZ_2000,WHA1F2020,RIA1F2020,MZA1F2020,ActChWHA1F2020,ActChRIAIF2020,ActChMZA1F2020,WHA1F2050,RIA1F2050,MZA1F2050,ActChWHA1F2050,ActChRIAIF2050,ActChMZA1F2050,WHA1F2080,RIA1F2080,MZA1F2080,ActChWHA1F2080,ActChRIAIF2080,ActChMZA1F2080,WHA2a2020,RIA2a2020,MZA2a2020,ActChWHA2a2020,ActChRIA2a2020,ActChMZA2a2020,WHA2a2050,RIA2a2050,MZA2a2050,ActChWHA2a2050,ActChRIA2a2050,ActChMZA2a2050,WHA2a2080,RIA2a2080,MZA2a2080,ActChWHA2a2080,ActChRIA2a2080,ActChMZA2a2080,WHA2b2020,RIA2b2020,MZA2b2020,ActCHWHA2b2020,ActChRIA2b2020,ActChMZA2b2020,WHA2b2050,RIA2b2050,MZA2b2050,ActCHWHA2b2050,ActChRIA2b2050,ActChMZA2b2050,WHA2b2080,RIA2b2080,MZA2b2080,ActChWHA2b2080,ActChRIA2b2080,ActChMZA2b2080,WHA2c2020,RIA2c2020,MZA2c2020,ActChWHA2c2020,ActChRIA2c2020,ActChMZA2c2020,WHA2c2050,RIA2c2050,MZA2c2050,ActChWHA2c2050,ActChRIA2c2050,ActChMZA2c2050,WHA2c2080,RIA2c2080,MZA2c2080,ActChWHA2c2080,ActChRIA2c2080,ActChMZA2c2080,WHB1a2020,RIB1a2020,MZB1a2020,ActChWHB1a2020,ActChRIB1a2020,ActChMZB1a2020,WHB1a2050,RIB1a2050,MZB1a2050,ActChWHB1a2050,ActChRIB1a2050,ActChMZB1a2050,WHB1a2080,RIB1a2080,MZB1a2080,ActChWHB1a2080,ActChRIB1a2080,ActChMZB1a2080,WHB2a2020,RIB2a2020,MZB2a2020,ActChWHB2a2020,ActChRIB2a2020,ActChMZB2a2020,WHB2a2050,RIB2a2050,MZB2a2050,ActChWHB2a2050,ActChRIB2a2050,ActChMZB2a2050,WHB2a2080,RIB2a2080,MZB2a2080,ActChWHB2a2080,ActChRIB2a2080,ActChMZB2a2080,WHB2b2020,RIB2b2020,MZB2b2020,ActChWHB2b2020,ActChRIB2b2020,ActChMZB2b2020,WHB2b2050,RIB2b2050,MZB2b2050,ActChWHB2b2050,ActChRIB2b2050,ActChMZB2b2050,WHB2b2080,RIB2b2080,MZB2b2080,ActChWHB2b2080,ActChRIB2b2080,ActChMZB2b2080,COUNTRY,WH%GR,RI%GR,MZ%GR,A1FI2020,A1FI2050,A1FI2080,A2A2020,A2A2050,A2A2080,A2B2020,A2B2050,A2B2080,A2C2020,A2C2050,A2C2080,B1A2020,B1A2050,B1A2080,B2A2020,B2A2050,B2A2080,B2B2020,B2B2050,B2B2080
Nepal,NP,NPL,1309627.29,4228725.71,1574204.00,-7.55,-2.23,-7.75,-98926.79,-94251.10,-121950.51,9.58,2.70,-10.91,125486.15,114029.23,-171772.22,9.37,6.76,-4.98,122759.19,285677.36,-78445.68,3.86,-1.66,-7.19,50538.35,-70128.13,-113232.63,4.89,-0.15,-12.85,64001.05,-6262.51,-202332.22,12.50,7.58,-7.71,163654.76,320548.79,-121304.14,-0.74,-1.39,-6.52,-9652.92,-58728.40,-102593.80,10.25,1.68,-10.48,134280.21,70890.88,-164985.47,14.09,8.31,-7.85,184507.50,351564.09,-123530.04,-3.70,-1.71,-7.28,-48497.44,-72396.27,-114640.32,3.99,-0.10,-12.84,52269.08,-4027.77,-202145.80,3.56,4.57,-11.18,46635.60,193372.47,-176007.08,-7.06,-2.29,-6.92,-92456.20,-96847.95,-108942.59,0.46,-1.27,-12.10,6088.31,-53789.51,-190459.62,10.02,-1.49,-11.51,131227.23,-63100.33,-181126.14,5.04,-3.01,-8.94,65956.41,-127452.86,-140711.52,7.52,-1.22,-12.00,98463.83,-51711.23,-188843.30,9.51,1.67,-11.70,124584.60,70442.44,-184211.98,1.78,-3.65,-9.86,23264.82,-154291.66,-155229.50,4.18,-3.71,-15.99,54759.53,-157076.54,-251636.58,8.32,-1.53,-16.32,108932.00,-64814.59,-256971.74,Nepal,16.77,61.43,21.80,-1.44,0.29,1.55,-0.65,-0.69,1.69,-0.80,0.15,1.92,-1.09,-0.73,0.32,-1.37,-1.11,-0.58,-0.99,-0.70,0.02,-1.36,-1.69,-1.04
Netherlands,NL,NLD,1129018.00,,260253.86,4.19,2.19,-1.68,47353.61,0.00,-4365.53,9.28,8.28,-1.37,104792.38,0.00,-3575.13,7.48,6.48,1.19,84498.76,0.00,3098.21,5.67,3.67,-1.16,63961.92,0.00,-3020.00,9.20,7.20,-1.32,103908.01,0.00,-3427.70,13.14,12.14,0.45,148333.52,0.00,1166.93,3.49,1.49,-0.72,39384.87,0.00,-1885.21,8.92,6.92,-1.66,100668.80,0.00,-4308.32,13.15,12.15,0.77,148497.75,0.00,1993.82,3.34,1.34,-1.48,37755.29,0.00,-3845.14,9.07,7.07,-1.81,102435.90,0.00,-4711.09,13.51,12.51,0.44,152546.03,0.00,1156.06,1.61,-0.39,-1.71,18143.81,0.00,-4461.47,5.28,4.28,-2.83,59624.27,0.00,-7367.84,6.86,3.86,-3.21,77490.90,0.00,-8352.69,3.66,2.31,-2.60,41281.95,0.00,-6772.97,5.13,4.13,-3.19,57915.52,0.00,-8303.91,7.24,6.24,-1.42,81783.47,0.00,-3686.05,3.16,1.16,-2.55,35659.20,0.00,-6623.73,5.50,4.50,-3.13,62085.76,0.00,-8142.79,8.85,7.85,-1.35,99960.20,0.00,-3503.96,Netherlands,93.57,0.00,6.43,1.27,2.87,2.36,1.74,2.84,4.11,1.07,2.75,4.12,1.01,2.79,4.22,0.46,1.59,2.07,1.08,1.53,2.23,0.93,1.65,2.73
New Zealand,NZ,NZL,315963.14,,187019.43,3.75,1.75,-3.23,11846.67,0.00,-6040.26,8.58,7.58,-6.76,27099.88,0.00,-12648.70,14.24,13.24,-4.73,44988.20,0.00,-8847.68,3.50,1.50,-2.71,11065.24,0.00,-5074.33,9.25,7.25,-3.21,29235.78,0.00,-6007.84,15.16,14.16,-3.77,47899.34,0.00,-7057.94,5.80,3.80,-1.74,18339.13,0.00,-3246.23,8.26,6.26,-5.60,26101.87,0.00,-10481.93,14.63,13.63,-3.87,46221.20,0.00,-7237.84,2.48,0.48,-5.06,7841.42,0.00,-9459.05,8.38,6.38,-5.28,26479.87,0.00,-9865.62,14.69,13.69,-4.95,46421.55,0.00,-9254.71,3.04,1.04,-3.44,9620.29,0.00,-6438.42,5.20,4.20,-5.34,16433.68,0.00,-9995.69,5.93,2.93,-7.45,18735.13,0.00,-13928.82,3.16,1.16,-2.72,9971.38,0.00,-5093.24,4.77,3.77,-5.76,15081.18,0.00,-10768.15,9.48,8.48,-3.99,29944.86,0.00,-7459.16,4.15,2.15,-3.17,13111.91,0.00,-5932.08,5.92,4.92,-4.33,18706.26,0.00,-8091.27,8.91,7.91,-4.93,28142.02,0.00,-9228.67,New Zealand,56.91,0.00,43.09,0.25,0.66,2.02,0.27,1.29,2.33,0.85,0.76,2.22,-0.26,0.83,2.08,0.08,0.22,0.06,0.21,0.08,1.23,0.33,0.50,0.98
Nicaragua,NU,NIC,,288284.86,488761.00,-2.60,-4.60,-0.72,0.00,-13260.96,-3518.28,-0.22,-1.22,-2.96,0.00,-3513.44,-14484.81,-1.52,-2.52,-6.96,0.00,-7250.93,-34036.97,-1.24,-3.24,-0.51,0.00,-9337.21,-2505.85,-1.72,-3.72,-3.26,0.00,-10728.67,-15932.74,2.02,1.02,-5.39,0.00,2928.38,-26327.30,-4.49,-6.49,-2.22,0.00,-18719.81,-10874.19,-1.72,-3.72,-3.67,0.00,-10724.98,-17945.53,2.24,1.24,-5.63,0.00,3581.32,-27498.18,-1.83,-3.83,-1.07,0.00,-11038.37,-5250.83,-3.12,-5.12,-3.01,0.00,-14755.88,-14727.57,-0.92,-0.59,-6.71,0.00,-1689.51,-32786.30,-6.12,-8.12,-3.71,0.00,-23417.51,-18147.24,-5.08,-6.08,-5.28,0.00,-17527.41,-25827.52,-4.66,-7.66,-6.79,0.00,-22079.82,-33183.88,-2.65,-4.65,-3.04,0.00,-13406.05,-14847.41,-2.57,-3.57,-4.03,0.00,-10290.14,-19715.21,-2.64,-3.64,-4.04,0.00,-10506.89,-19751.00,-2.93,-4.93,-1.95,0.00,-14212.28,-9547.61,-6.33,-7.33,-4.26,0.00,-21122.20,-20801.17,-3.49,-4.49,-4.29,0.00,-12943.04,-20964.30,Nicaragua,0.00,44.52,55.48,-0.82,-0.73,-1.66,-0.58,-1.16,-0.85,-1.38,-1.23,-0.86,-0.77,-1.32,-1.33,-1.89,-1.88,-2.39,-1.25,-1.28,-1.29,-1.09,-1.87,-1.46
Niger,NG,NER,7148.86,70022.86,5499.57,0.14,-1.86,-4.18,10.10,-1301.55,-229.98,-1.98,-2.98,-10.07,-141.80,-2089.20,-553.81,-14.52,-15.52,-20.75,-1038.04,-10867.81,-1141.23,0.20,-1.80,-4.50,14.37,-1259.69,-247.22,-0.26,-2.26,-8.86,-18.50,-1581.63,-486.99,-5.76,-6.76,-15.58,-412.10,-4736.73,-856.98,0.42,-1.58,-4.05,30.02,-1106.39,-222.53,0.97,-1.03,-7.47,69.63,-718.48,-410.88,-4.17,-5.17,-14.01,-298.34,-3622.50,-770.71,0.84,-1.16,-3.53,59.86,-814.17,-194.33,1.85,-0.15,-7.03,132.05,-107.07,-386.77,-4.31,-5.31,-14.69,-307.88,-3715.91,-807.71,-0.40,-2.40,-4.60,-28.60,-1680.63,-253.13,-0.60,-1.60,-7.26,-43.04,-1121.79,-399.38,-2.25,-5.25,-9.99,-160.84,-3676.14,-549.20,-1.33,-3.33,-6.19,-94.79,-2328.91,-340.48,-2.58,-3.58,-9.16,-184.14,-2503.84,-504.01,-4.49,-5.49,-12.40,-320.79,-3842.34,-681.86,-0.76,-2.76,-5.25,-54.05,-1929.88,-288.81,-1.59,-2.59,-8.22,-113.65,-1813.44,-452.06,-6.42,-7.42,-14.74,-459.14,-5197.48,-810.83,Niger,3.49,81.40,15.12,-0.71,-1.34,-5.43,-0.71,-1.06,-2.69,-0.63,-0.64,-2.16,-0.48,-0.37,-2.23,-0.89,-0.81,-1.95,-1.23,-1.46,-2.17,-1.02,-1.14,-2.83
Nigeria,NI,NGA,62142.86,3291000.00,5345714.29,-6.07,-8.07,-9.07,-3769.49,-265446.85,-484634.00,-7.38,-8.38,-14.38,-4587.17,-275840.40,-768802.41,-13.94,-14.94,-23.94,-8662.31,-491654.23,-1279729.61,-5.50,-7.50,-8.50,-3420.63,-246971.90,-454624.33,-6.23,-8.23,-13.23,-3870.76,-270809.99,-707174.15,-7.53,-8.53,-18.53,-4676.56,-280573.91,-990319.82,-5.72,-7.72,-8.72,-3556.83,-254184.77,-466340.50,-4.71,-6.71,-11.71,-2929.52,-220963.09,-626205.66,-7.30,-8.30,-18.30,-4534.84,-273068.72,-978128.81,-5.20,-7.20,-8.20,-3228.63,-236804.03,-438108.22,-4.07,-6.07,-11.07,-2529.47,-199777.33,-591792.70,-6.51,-7.51,-17.51,-4047.44,-247256.64,-936201.13,-6.15,-8.15,-9.15,-3818.99,-268068.41,-488892.30,-6.91,-7.91,-11.91,-4295.85,-260412.33,-636827.64,-8.85,-11.85,-14.85,-5498.44,-389919.64,-793734.83,-6.79,-8.79,-9.79,-4218.99,-289252.15,-523301.98,-7.53,-8.53,-12.53,-4680.28,-280771.06,-669897.20,-9.18,-10.18,-16.18,-5705.13,-335046.04,-864972.70,-6.76,-8.76,-9.76,-4202.47,-288377.20,-521880.76,-8.32,-9.32,-13.32,-5173.00,-306864.70,-712282.24,-7.57,-8.57,-14.57,-4707.22,-282197.98,-779129.30,Nigeria,0.46,35.36,64.18,-2.90,-4.08,-6.90,-2.71,-3.81,-4.98,-2.79,-3.30,-4.90,-2.61,-3.09,-4.64,-2.93,-3.49,-4.59,-3.14,-3.70,-4.68,-3.13,-3.96,-4.14
Norway,NO,NOR,339339.57,,,-4.91,-6.91,-7.91,-16645.17,0.00,0.00,-7.18,-8.18,-14.18,-24365.09,0.00,0.00,-3.83,-4.83,-13.83,-13011.40,0.00,0.00,-5.73,-7.73,-8.73,-19427.58,0.00,0.00,-6.30,-8.30,-13.30,-21384.65,0.00,0.00,-1.83,-2.83,-12.83,-6215.91,0.00,0.00,-4.40,-6.40,-7.40,-14940.35,0.00,0.00,-6.77,-8.77,-13.77,-22970.86,0.00,0.00,-3.00,-4.00,-14.00,-10169.19,0.00,0.00,-2.98,-4.98,-5.98,-10106.43,0.00,0.00,-6.83,-8.83,-13.83,-23163.68,0.00,0.00,-3.42,-4.42,-14.42,-11590.55,0.00,0.00,-7.88,-9.88,-10.88,-26755.35,0.00,0.00,-6.10,-7.10,-11.10,-20711.48,0.00,0.00,-8.41,-11.41,-14.41,-28529.30,0.00,0.00,-8.86,-10.86,-11.86,-30059.09,0.00,0.00,-7.17,-8.17,-12.17,-24333.13,0.00,0.00,-5.83,-6.83,-12.83,-19768.53,0.00,0.00,-5.99,-7.99,-8.99,-20315.70,0.00,0.00,-10.00,-11.00,-15.00,-33921.85,0.00,0.00,-7.38,-8.38,-14.38,-25028.59,0.00,0.00,Norway,100.00,0.00,0.00,-1.64,-2.39,-1.28,-1.91,-2.10,-0.61,-1.47,-2.26,-1.00,-0.99,-2.28,-1.14,-2.63,-2.03,-2.80,-2.95,-2.39,-1.94,-2.00,-3.33,-2.46
Oman,MU,OMN,1187.57,,,-1.22,-3.22,-5.54,-14.44,0.00,0.00,-4.76,-5.76,-12.84,-56.48,0.00,0.00,-13.58,-14.58,-19.81,-161.23,0.00,0.00,-0.74,-2.74,-5.44,-8.83,0.00,0.00,-1.24,-3.24,-9.84,-14.75,0.00,0.00,-5.64,-6.64,-15.46,-66.94,0.00,0.00,-0.56,-2.56,-5.03,-6.65,0.00,0.00,-0.87,-2.87,-9.31,-10.30,0.00,0.00,-4.34,-5.34,-14.18,-51.52,0.00,0.00,-0.99,-2.99,-5.36,-11.74,0.00,0.00,-0.15,-2.15,-9.02,-1.72,0.00,0.00,-5.01,-6.01,-15.39,-59.51,0.00,0.00,-0.87,-2.87,-5.08,-10.38,0.00,0.00,-1.68,-2.68,-8.34,-19.91,0.00,0.00,-3.28,-6.28,-11.02,-39.01,0.00,0.00,-2.24,-4.24,-7.11,-26.62,0.00,0.00,-4.26,-5.26,-10.85,-50.64,0.00,0.00,-4.74,-5.74,-12.65,-56.29,0.00,0.00,-1.54,-3.54,-6.03,-18.26,0.00,0.00,-2.03,-3.03,-8.66,-24.07,0.00,0.00,-9.47,-10.47,-17.79,-112.43,0.00,0.00,Oman,100.00,0.00,0.00,-0.41,-1.59,-4.53,-0.25,-0.41,-1.88,-0.19,-0.29,-1.45,-0.33,-0.05,-1.67,-0.29,-0.56,-1.09,-0.75,-1.42,-1.58,-0.51,-0.68,-3.16
Pakistan,PK,PAK,19985871.43,7287321.43,2259885.71,-3.78,-5.78,-6.78,-755648.12,-421273.61,-153240.85,-7.93,-8.93,-14.93,-1584256.68,-650530.67,-337330.50,-7.05,-8.05,-17.05,-1409417.52,-586780.18,-385357.28,-2.39,-4.39,-5.39,-478301.55,-320146.49,-121880.12,-3.20,-5.20,-10.20,-638672.39,-378621.49,-230409.35,-2.27,-3.27,-13.27,-453799.33,-238339.18,-299900.41,-2.68,-4.68,-5.68,-536346.95,-341311.21,-128443.55,-3.40,-5.40,-10.40,-678828.94,-393263.52,-234950.02,-2.63,-3.63,-13.63,-524970.84,-264290.00,-307948.07,-3.85,-5.85,-6.85,-769000.67,-426142.26,-154750.68,-3.05,-5.05,-10.05,-610517.51,-368355.55,-227225.76,-2.92,-3.92,-13.92,-584044.51,-285829.66,-314627.77,-2.09,-4.09,-5.09,-418407.02,-298307.52,-115107.60,-4.06,-5.06,-9.06,-811942.74,-368926.74,-204804.03,-5.92,-8.92,-11.92,-1182642.39,-649839.03,-269319.44,-3.62,-5.62,-6.62,-723581.01,-409581.18,-149614.89,-5.91,-6.91,-10.91,-1180929.99,-503468.22,-246526.96,-4.69,-5.69,-11.69,-936497.33,-414342.29,-264085.65,-3.33,-5.33,-6.33,-664746.60,-388128.76,-142962.24,-4.20,-5.20,-9.20,-839238.16,-378879.30,-207890.44,-8.66,-9.66,-15.66,-1731481.72,-704212.40,-353977.85,Pakistan,68.66,26.22,5.11,-1.49,-2.85,-2.61,-1.02,-1.36,-1.03,-1.12,-1.43,-1.15,-1.51,-1.31,-1.25,-0.92,-1.53,-2.34,-1.43,-2.14,-1.77,-1.33,-1.57,-3.09
Panama,PM,PAN,,262644.86,83231.71,-6.32,-8.32,0.90,0.00,-21844.17,745.03,-10.94,-11.94,-2.28,0.00,-31352.82,-1901.65,-5.65,-6.65,-5.62,0.00,-17453.89,-4676.43,-5.92,-7.92,0.69,0.00,-20813.69,573.25,-11.56,-13.56,-0.77,0.00,-35623.72,-637.24,-5.50,-6.50,-2.18,0.00,-17065.24,-1816.16,-9.29,-11.29,-1.17,0.00,-29659.55,-976.97,-10.32,-12.32,-0.96,0.00,-32354.80,-801.25,-5.49,-6.49,-3.83,0.00,-17055.32,-3191.77,-6.74,-8.74,0.64,0.00,-22950.41,529.80,-10.47,-12.47,-0.89,0.00,-32752.82,-742.47,-6.25,-4.80,-5.28,0.00,-12613.22,-4392.46,-12.47,-14.47,-2.79,0.00,-38016.54,-2326.19,-12.95,-13.95,-2.61,0.00,-36630.28,-2173.17,-13.30,-16.30,-3.53,0.00,-42800.38,-2938.25,-8.96,-10.96,-1.90,0.00,-28779.91,-1581.13,-12.45,-13.45,-1.53,0.00,-35338.54,-1277.59,-11.15,-12.15,-1.25,0.00,-31908.34,-1039.44,-5.94,-7.94,-0.50,0.00,-20858.23,-418.17,-11.25,-12.25,-1.98,0.00,-32177.42,-1649.83,-11.71,-12.71,-1.72,0.00,-33387.69,-1430.78,Panama,0.00,68.37,31.63,-1.80,-2.96,-2.11,-1.73,-3.17,-1.71,-2.70,-2.91,-1.88,-1.92,-2.94,-1.65,-3.59,-3.45,-4.09,-2.70,-3.23,-2.90,-1.86,-3.00,-3.08
Papua New Guinea,PP,PNG,,785.71,7142.86,-1.95,-1.02,-3.83,0.00,-8.04,-273.64,4.88,1.53,-7.52,0.00,12.00,-536.86,1.14,-0.50,-10.60,0.00,-3.95,-757.01,3.09,-0.32,-3.13,0.00,-2.51,-223.83,5.00,1.79,-6.29,0.00,14.07,-449.36,7.35,4.78,-7.34,0.00,37.55,-523.99,0.98,-0.48,-3.13,0.00,-3.77,-223.67,6.25,1.62,-6.24,0.00,12.75,-445.69,5.93,3.02,-9.44,0.00,23.77,-674.26,-1.10,-1.50,-4.33,0.00,-11.78,-309.14,4.15,1.32,-6.78,0.00,10.36,-484.30,2.96,2.76,-9.54,0.00,21.70,-681.43,-2.12,-1.41,-3.86,0.00,-11.06,-275.73,1.29,0.00,-6.73,0.00,-0.01,-480.87,4.12,-2.29,-8.09,0.00,-17.97,-578.07,2.95,-1.47,-4.44,0.00,-11.53,-316.95,4.33,0.23,-6.48,0.00,1.82,-462.66,5.74,2.00,-6.94,0.00,15.75,-495.87,1.26,-1.59,-4.33,0.00,-12.48,-308.97,2.76,-0.54,-7.29,0.00,-4.22,-520.95,5.46,1.51,-7.42,0.00,11.87,-529.94,Papua New Guinea,0.00,26.53,73.47,-1.03,-1.71,-2.64,-0.80,-1.38,-1.37,-0.81,-1.38,-2.04,-1.19,-1.54,-2.09,-1.07,-1.65,-2.18,-1.22,-1.57,-1.52,-1.20,-1.83,-1.68
Paraguay,PA,PRY,479075.29,110778.71,938177.57,-2.60,-4.60,-0.72,-12455.72,-5095.77,-6753.34,-0.22,-1.22,-2.96,-1047.93,-1350.10,-27803.61,-1.52,-2.52,-6.96,-7258.93,-2786.30,-65334.02,-1.24,-3.24,-0.51,-5935.18,-3587.99,-4809.98,-1.72,-3.72,-3.26,-8247.52,-4122.69,-30582.93,2.02,1.02,-5.39,9657.17,1125.28,-50535.30,-4.49,-6.49,-2.22,-21527.30,-7193.43,-20873.02,-1.72,-3.72,-3.67,-8241.39,-4121.27,-34446.48,2.24,1.24,-5.63,10742.23,1376.19,-52782.80,-1.83,-3.83,-1.07,-8762.19,-4241.70,-10078.97,-3.12,-5.12,-3.01,-14940.00,-5670.22,-28269.60,-0.92,-0.59,-6.71,-4404.56,-649.22,-62933.35,-6.12,-8.12,-3.71,-29334.00,-8998.61,-34833.65,-5.08,-6.08,-5.28,-24336.51,-6735.23,-49575.96,-4.66,-7.66,-6.79,-22320.25,-8484.57,-63696.51,-2.65,-4.65,-3.04,-12696.83,-5151.52,-28499.62,-2.57,-3.57,-4.03,-12309.53,-3954.18,-37843.38,-2.64,-3.64,-4.04,-12669.73,-4037.46,-37912.08,-2.93,-4.93,-1.95,-14036.64,-5461.33,-18326.66,-6.33,-7.33,-4.26,-30310.38,-8116.59,-39927.88,-3.49,-4.49,-4.29,-16718.14,-4973.60,-40241.01,Paraguay,42.25,6.90,50.85,-0.59,-0.56,-1.45,-0.34,-0.88,-0.61,-1.16,-0.95,-0.61,-0.53,-1.07,-1.28,-1.68,-1.75,-1.98,-1.00,-1.13,-1.14,-0.86,-1.78,-1.32
Peru,PE,PER,183827.43,2135966.29,1271393.14,-2.60,-4.60,-0.72,-4779.42,-98253.41,-9151.95,-0.22,-1.22,-2.96,-402.10,-26031.87,-37678.71,-1.52,-2.52,-6.96,-2785.35,-53723.73,-88538.92,-1.24,-3.24,-0.51,-2277.41,-69181.45,-6518.36,-1.72,-3.72,-3.26,-3164.68,-79491.07,-41445.16,2.02,1.02,-5.39,3705.58,21697.02,-68484.08,-4.49,-6.49,-2.22,-8260.30,-138699.19,-28286.56,-1.72,-3.72,-3.67,-3162.33,-79463.74,-46680.95,2.24,1.24,-5.63,4121.93,26534.76,-71529.84,-1.83,-3.83,-1.07,-3362.17,-81785.73,-13658.75,-3.12,-5.12,-3.01,-5732.67,-109329.60,-38310.21,-0.92,-0.59,-6.71,-1690.09,-12517.94,-85285.59,-6.12,-8.12,-3.71,-11255.84,-173505.53,-47205.63,-5.08,-6.08,-5.28,-9338.24,-129864.46,-67184.02,-4.66,-7.66,-6.79,-8564.57,-163594.27,-86319.81,-2.65,-4.65,-3.04,-4871.94,-99328.38,-38621.93,-2.57,-3.57,-4.03,-4723.33,-76241.95,-51284.33,-2.64,-3.64,-4.04,-4861.54,-77847.88,-51377.43,-2.93,-4.93,-1.95,-5386.04,-105301.96,-24835.80,-6.33,-7.33,-4.26,-11630.49,-156499.08,-54109.20,-3.49,-4.49,-4.29,-6414.97,-95897.81,-54533.54,Peru,6.83,55.67,37.50,-1.00,-0.60,-1.37,-0.69,-1.14,-0.44,-1.59,-1.19,-0.42,-0.89,-1.40,-0.97,-2.11,-1.90,-2.38,-1.30,-1.23,-1.24,-1.23,-2.04,-1.45
Philippines,RP,PHL,,13791621.14,4959951.71,-1.95,-1.02,-3.83,0.00,-141193.15,-190013.28,4.88,1.53,-7.52,0.00,210627.22,-372793.89,1.14,-0.50,-10.60,0.00,-69320.50,-525663.67,3.09,-0.32,-3.13,0.00,-44094.37,-155423.66,5.00,1.79,-6.29,0.00,246987.89,-312035.62,7.35,4.78,-7.34,0.00,659046.91,-363852.23,0.98,-0.48,-3.13,0.00,-66208.46,-155316.85,6.25,1.62,-6.24,0.00,223856.91,-309483.81,5.93,3.02,-9.44,0.00,417163.59,-468198.67,-1.10,-1.50,-4.33,0.00,-206838.17,-214662.04,4.15,1.32,-6.78,0.00,181791.96,-336295.89,2.96,2.76,-9.54,0.00,380842.67,-473179.76,-2.12,-1.41,-3.86,0.00,-194210.79,-191467.96,1.29,0.00,-6.73,0.00,-197.39,-333911.18,4.12,-2.29,-8.09,0.00,-315488.74,-401409.93,2.95,-1.47,-4.44,0.00,-202394.64,-220090.94,4.33,0.23,-6.48,0.00,32005.75,-321267.80,5.74,2.00,-6.94,0.00,276505.53,-344330.15,1.26,-1.59,-4.33,0.00,-219037.26,-214546.70,2.76,-0.54,-7.29,0.00,-73990.74,-361745.21,5.46,1.51,-7.42,0.00,208416.18,-367989.65,Philippines,0.00,72.34,27.66,-0.60,-0.32,-1.10,-0.37,-0.15,0.48,-0.40,-0.18,-0.14,-0.76,-0.31,-0.21,-0.70,-0.62,-1.30,-0.76,-0.54,-0.16,-0.78,-0.80,-0.32
Poland,PL,POL,8667379.43,,1668717.43,-4.91,-6.91,-7.91,-425149.34,0.00,-131914.88,-7.18,-8.18,-14.18,-622330.92,0.00,-236626.65,-3.83,-4.83,-13.83,-332335.89,0.00,-230855.87,-5.73,-7.73,-8.73,-496217.43,0.00,-145597.51,-6.30,-8.30,-13.30,-546204.72,0.00,-221970.19,-1.83,-2.83,-12.83,-158766.30,0.00,-214125.95,-4.40,-6.40,-7.40,-381604.96,0.00,-123531.35,-6.77,-8.77,-13.77,-586719.58,0.00,-229770.45,-3.00,-4.00,-14.00,-259740.57,0.00,-233566.38,-2.98,-4.98,-5.98,-258137.58,0.00,-99760.36,-6.83,-8.83,-13.83,-591644.60,0.00,-230718.66,-3.42,-4.42,-14.42,-296044.62,0.00,-240555.94,-7.88,-9.88,-10.88,-683382.68,0.00,-181632.16,-6.10,-7.10,-11.10,-529010.78,0.00,-185285.52,-8.41,-11.41,-14.41,-728692.61,0.00,-240417.13,-8.86,-10.86,-11.86,-767766.54,0.00,-197878.45,-7.17,-8.17,-12.17,-621514.45,0.00,-203095.11,-5.83,-6.83,-12.83,-504925.84,0.00,-214022.83,-5.99,-7.99,-8.99,-518901.81,0.00,-149964.90,-10.00,-11.00,-15.00,-866428.66,0.00,-250248.07,-7.38,-8.38,-14.38,-639278.02,0.00,-239889.45,Poland,96.08,0.00,3.92,-1.67,-2.48,-1.41,-1.95,-2.19,-0.75,-1.51,-2.35,-1.14,-1.03,-2.37,-1.28,-2.67,-2.10,-2.88,-2.99,-2.46,-2.03,-2.03,-3.40,-2.55
Portugal,PO,PRT,242171.86,142885.71,741834.29,4.19,2.19,-1.68,10157.24,3135.24,-12443.61,9.28,8.28,-1.37,22477.73,11833.41,-10190.65,7.48,6.48,1.19,18124.80,9265.10,8831.21,5.67,3.67,-1.16,13719.69,5237.15,-8608.27,9.20,7.20,-1.32,22288.04,10292.63,-9770.40,13.14,12.14,0.45,31817.21,17343.86,3326.25,3.49,1.49,-0.72,8447.97,2126.74,-5373.66,8.92,6.92,-1.66,21593.23,9882.68,-12280.55,13.15,12.15,0.77,31852.44,17364.65,5683.22,3.34,1.34,-1.48,8098.43,1920.50,-10960.29,9.07,7.07,-1.81,21972.27,10106.32,-13428.60,13.51,12.51,0.44,32720.78,17876.99,3295.25,1.61,-0.39,-1.71,3891.81,-561.48,-12717.08,5.28,4.28,-2.83,12789.27,6117.04,-21001.49,6.86,3.86,-3.21,16621.63,5520.48,-23808.73,3.66,2.31,-2.60,8854.89,3304.80,-19305.85,5.13,4.13,-3.19,12422.75,5900.79,-23669.69,7.24,6.24,-1.42,17542.37,8921.46,-10506.81,3.16,1.16,-2.55,7648.82,1655.23,-18880.44,5.50,4.50,-3.13,13317.26,6428.56,-23210.42,8.85,7.85,-1.35,21441.24,11221.86,-9987.78,Portugal,28.34,12.02,59.63,0.15,0.94,1.20,0.45,0.90,1.82,0.25,0.79,1.88,0.08,0.78,1.87,-0.20,0.11,0.17,-0.08,0.02,0.65,-0.16,0.08,0.88
